system:index,construction_year,count,latitude,longitude,presence,zone,.geo
+1715533+644434,2020,1,28.945268048196084,77.05449817345284,0.5546875,7368158130853202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05449817345284,28.945268048196084]}"
+1715533+644459,2020,1,28.94639094230123,77.05449817345284,0.08640624582767487,7368158130853227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05449817345284,28.94639094230123]}"
+1715533+644557,2020,5,28.95079268719342,77.05440834192443,0.533203125,7368140950984141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05440834192443,28.95079268719342]}"
+1715534+644455,2020,125,28.945925255657944,77.05440187405438,0.8787499666213989,7368136656016730,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05440187405438,28.945925255657944]}"
+1715535+644065,2020,1,28.92869413120408,77.05458800498126,0.19140625,7368166720787425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05458800498126,28.92869413120408]}"
+1715535+644300,2020,2,28.939249335792482,77.05456554709916,0.5269531011581421,7368162425820364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05456554709916,28.939249335792482]}"
+1715536+644428,2020,310,28.94431090774981,77.05445716970681,0.9481250047683716,7368128066082094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05445716970681,28.94431090774981]}"
+1715536+644556,2020,2,28.95072531354711,77.05463292074546,0.1954687535762787,7368171015755211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05463292074546,28.95072531354711]}"
+1715541+644396,2020,2,28.943561249156257,77.05483504168438,0.04195312410593033,7368188195624236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05483504168438,28.943561249156257]}"
+1715541+644548,2020,6,28.950321071669258,77.05487247148788,0.451484352350235,7368192490591681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05487247148788,28.950321071669258]}"
+1715542+644056,2020,36,28.928151399053256,77.05512325117138,0.9934375286102295,7368192490591188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05512325117138,28.928151399053256]}"
+1715545+644552,2020,2,28.95056810837239,77.05501470474121,0.508593738079071,7368205375493576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05501470474121,28.95056810837239]}"
+1715545+644562,2020,7,28.950985183325727,77.05498583032136,0.6178125143051147,7368201080526288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05498583032136,28.950985183325727]}"
+1715546+644004,2020,41,28.92584471894311,77.05494404457556,0.756640613079071,7368188195623839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05494404457556,28.92584471894311]}"
+1715546+644533,2020,2,28.949692250970372,77.05508207838753,0.44187501072883606,7368213965428148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05508207838753,28.949692250970372]}"
+1715548+644553,2020,16,28.950486698549767,77.05518313885699,0.670703113079071,7368222555362756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05518313885699,28.950486698549767]}"
+1715548+644559,2020,1,28.95088251872183,77.05517190991593,0.5346093773841858,7368222555362767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05517190991593,28.95088251872183]}"
+1715549+643961,2020,30,28.92398396473101,77.05499074966697,0.7241405844688416,7368205375492983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05499074966697,28.92398396473101]}"
+1715550+644018,2020,3,28.926568118364994,77.05523179760154,0.04140625149011612,7368226850329521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05523179760154,28.926568118364994]}"
+1715550+644561,2020,2,28.95094989236814,77.05526174144434,0.7115625143051147,7368231145297360,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05526174144434,28.95094989236814]}"
+1715551+643987,2020,50,28.92511973468857,77.05508118007224,0.9771875143051147,7368235440264079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05508118007224,28.92511973468857]}"
+1715551+644393,2020,8,28.943415272922586,77.0552280546212,0.6512500047683716,7368235440264488,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0552280546212,28.943415272922586]}"
+1715551+644540,2020,7,28.949997036513196,77.0552681579821,0.6061718463897705,7368235440264634,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0552681579821,28.949997036513196]}"
+1715551+644562,2020,1,28.95101726601445,77.05530665720855,0.3992968797683716,7368235440264658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05530665720855,28.95101726601445]}"
+1715552+643968,2020,49,28.924270386753914,77.05507657849803,0.9268749952316284,7368188195623805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05507657849803,28.924270386753914]}"
+1715552+643978,2020,61,28.92469736451375,77.05509091427555,0.9114062786102295,7368192490591110,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05509091427555,28.92469736451375]}"
+1715552+644031,2020,35,28.927047647619045,77.05506411208184,0.09789062291383743,7368188195623867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05506411208184,28.927047647619045]}"
+1715552+644403,2020,15,28.943785827977287,77.05530665720855,0.9465624690055847,7368231145297199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05530665720855,28.943785827977287]}"
